AOP ID,Title,OECD Status,License,Handbook Version,Completion %,Raw Score,Max Score,Events,KERs,Stressors,Empty Free Text Fields,Empty Structured Fields
599,Excessive reactive oxygen species leading to growth inhibition via fatty acid oxidation and cell injury/death,,BY-SA,2.7,26.32,5,19,7,6,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
600,Excessive reactive oxygen species leading to growth inhibition via fatty acid oxidation and reduced cell growth,,BY-SA,2.7,26.32,5,19,7,6,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
601,Excessive reactive oxygen species leading to growth inhibition via fatty acid oxidation and reduced cell proliferation,,BY-SA,2.7,26.32,5,19,7,6,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
602,Excessive reactive oxygen species leading to growth inhibition via oxidative DNA damage,,BY-SA,2.7,26.32,5,19,8,7,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
603,Excessive reactive oxygen species leading to growth inhibition via protein oxidation and cell cycle disruption,,BY-SA,2.7,26.32,5,19,6,5,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
611,Behavioral abnormalities due to increased expression of dopamine transporter and receptor-related genes,,BY-SA,2.7,26.32,5,19,7,7,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
620,The Adverse Outcome Pathway to Deposition of Energy Leading to Female Decreased Fertility,,All rights reserved,2.7,26.32,5,19,0,0,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
5,pentachlorophenol early events,,BY-SA,1.0,23.53,4,17,0,0,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
35,Narcosis leading to respiratory failure,Under Development,BY-SA,1.0,23.53,4,17,2,0,0,"abstract, authors, background, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
52,ER agonism leading to skewed sex ratios due to altered sexual differentiation in males,,BY-SA,1.0,23.53,4,17,2,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
59,HNF4alpha suppression leading to hepatic steatosis,,BY-SA,1.0,23.53,4,17,1,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
73,Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity,,BY-SA,1.0,23.53,4,17,11,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
153,Aromatase Inhibition leading to Ovulation Inhibition and Decreased Fertility in Female Rats,,BY-SA,1.0,23.53,4,17,9,0,3,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, sex_applicability, life_stage_applicability, taxonomy_applicability"
178,Nicotinic acetylcholine receptor activation contributes to mitochondrial dysfunction and leads to colony loss/failure,,BY-SA,1.0,23.53,4,17,4,2,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
179,Varroa mite infestation increases virus levels leading to colony loss/failure,,BY-SA,1.0,23.53,4,17,3,2,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
180,Varroa mite infestation contributes to abnormal foraging leading to colony loss/failure,,BY-SA,1.0,23.53,4,17,3,2,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
181,Weather event contributes to colony loss/failure,,BY-SA,1.0,23.53,4,17,2,1,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
182,Weather event contributes abnormal foraging leading to colony loss/failure,,BY-SA,1.0,23.53,4,17,3,2,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
183,Nosema infection increases energetic demands leading to colony loss/failure,,BY-SA,1.0,23.53,4,17,4,3,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
184,Nosema infection causes abnormal role change that leads to colony loss/failure,,BY-SA,1.0,23.53,4,17,3,2,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
185,Queen egg-laying decrease leads to colony loss/failure,,BY-SA,1.0,23.53,4,17,2,1,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
215,Molecular events lead to epilepsy,,Open for adoption,1.0,23.53,4,17,18,14,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
230,presynaptic neuron 1 activation to epilepsy,,Open for adoption,1.0,23.53,4,17,11,9,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
231,presynaptic neuron 2 repression to epilepsy,,Open for adoption,1.0,23.53,4,17,9,8,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
270,Elevated ATP demand for detoxification and repair mechanisms leading to impaired locomotor activity,,All rights reserved,2.0,23.53,4,17,0,0,0,"background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
304,TBX1 inhibition leading to congenital cardiac conotruncal anomalies,,All rights reserved,2.0,23.53,4,17,6,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
318,Glucocorticoid Receptor activation leading to hepatic steatosis,,BY-SA,2.0,23.53,4,17,5,4,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
322,Alkylation of DNA leading to reduced sperm count,,BY-SA,2.0,23.53,4,17,5,4,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
381,Binding of viral S-glycoprotein to ACE2 receptor leading to dysgeusia,Under Development,BY-SA,2.0,23.53,4,17,6,5,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
382,Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis,Under Development,BY-SA,2.0,23.53,4,17,6,5,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
383,Inhibition of Angiotensin-converting enzyme 2 leading to liver fibrosis,Under Development,BY-SA,2.0,23.53,4,17,6,5,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
384,Hyperactivation of ACE/Ang-II/AT1R axis leading to chronic kidney disease ,,BY-SA,2.0,23.53,4,17,6,5,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
414,Aryl hydrocarbon receptor activation leading to lung fibrosis through TGF-β dependent fibrosis toxicity pathway,,All rights reserved,2.0,23.53,4,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
415,Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway,,All rights reserved,2.0,23.53,4,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
416,Aryl hydrocarbon receptor activation leading to lung cancer through IL-6 toxicity pathway,,All rights reserved,2.0,23.53,4,17,6,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
417,Aryl hydrocarbon receptor activation leading to lung cancer through AHR-ARNT toxicity pathway,,All rights reserved,2.0,23.53,4,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
418,Aryl hydrocarbon receptor activation leading to impaired lung function through AHR-ARNT toxicity pathway,,All rights reserved,2.0,23.53,4,17,5,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
419,Aryl hydrocarbon receptor activation leading to impaired lung function through P53 toxicity pathway,,All rights reserved,2.0,23.53,4,17,4,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
420,Aryl hydrocarbon receptor activation leading to lung cancer through sustained NRF2 toxicity pathway,,All rights reserved,2.0,23.53,4,17,4,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
434,CYP26 inhibition leading to disturbed dorsal lateral hinge point bending which causes neural tube closure defects,,All rights reserved,2.0,23.53,4,17,0,0,0,"authors, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
435,Deposition of ionising energy leads to population decline via pollen abnormal,,BY-SA,2.0,23.53,4,17,6,5,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
444,Ionizing radiation leads to reduced reproduction in Eisenia fetida via reduced spermatogenesis and cocoon hatchability,,BY-SA,2.0,23.53,4,17,9,15,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
452,Adverse outcome pathway of PM-induced respiratory toxicity,,BY-SA,2.0,23.53,4,17,11,15,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
523,Retinoic acid receptor agonism during neurodevelopment leading to microcephaly,,Open for adoption,2.6,21.05,4,19,5,6,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
547,Androgen receptor agonism leading to long anogenital distance in female offspring,,All rights reserved,2.7,21.05,4,19,3,2,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
579,Transthyretin disruption in developing fish leading to projected decline in fish population,,BY-SA,2.7,21.05,4,19,0,0,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
581,Glucocorticoid receptor (GR) activation during development leads to cognitive function (COG) decrease,,All rights reserved,2.7,21.05,4,19,5,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
582,Inhibition of EphA2 phosphorylation leads to liver damage via the ERK/ MDM2/p53 axis,,All rights reserved,2.7,21.05,4,19,0,0,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
583,Vascular endothelial HER2 inhibition disrupts cardiomyocyte calcium homeostasis via EGFR/STAT3/PTX3 axis leading to cardiac contractile dysfunction,,All rights reserved,2.7,21.05,4,19,0,0,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
584,SQLE accumulation leads to hepatotoxicity via cholesterol/sphingolipid metabolic disturbance and lysosomal damage,,All rights reserved,2.7,21.05,4,19,0,0,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
585,AKT Inhibition blocks the autophagy flow through the PRKAA/AMPK pathway and leads to cardiotoxicity,,All rights reserved,2.7,21.05,4,19,0,0,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
586,The increasing accumulation of HMGB1 in the nucleus causes cardiomyocyte death via HMGB1/HSPB1/CCN2 pathway,,All rights reserved,2.7,21.05,4,19,0,0,0,"authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
598,Excessive reactive oxygen species leading to growth inhibition via protein oxidation and reduced cell proliferation,,BY-SA,2.7,21.05,4,19,7,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
622,Calcineurin inhibitor induced nephrotoxicity leading to kidney failure,,All rights reserved,2.7,21.05,4,19,0,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
53,ER agonism leading to reduced survival due to renal failure,,BY-SA,1.0,17.65,3,17,6,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
126,Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation,,BY-SA,1.0,17.65,3,17,11,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
146,Estrogen Receptor Activation and Female Precocious Puberty,,Open for adoption,1.0,17.65,3,17,0,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
211,Handbook development AOP,,BY-SA,1.0,17.65,3,17,0,0,1,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, sex_applicability, life_stage_applicability, taxonomy_applicability"
262,L-type calcium channel blockade leading to the disruption of cardiac electrophysiology,Under Development,All rights reserved,2.0,17.65,3,17,0,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
269,Elevated ATP demand for detoxification and repair mechanisms leading to impaired growth and development,,BY-SA,2.0,17.65,3,17,0,0,0,"abstract, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
372,Androgen receptor antagonism leading to testicular cancer ,,BY-SA,2.0,17.65,3,17,5,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
375,test AOP,,BY-SA,2.0,17.65,3,17,1,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
378,Dysregulated underperforming Toll Like Receptors (TLRs) leading to high pathogen load,,BY-SA,2.0,17.65,3,17,1,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
395,Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke),Under Development,BY-SA,2.0,17.65,3,17,5,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
403,combined unhealthy lifestyle factors leading to metabolic syndrome,,BY-SA,2.0,17.65,3,17,0,0,6,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, sex_applicability, life_stage_applicability, taxonomy_applicability"
407,SARS-CoV-2 infection leading to pyroptosis,,All rights reserved,2.0,17.65,3,17,6,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
421,PPARG activation leading to intrahepatic cholestasis,,All rights reserved,2.0,17.65,3,17,1,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
426,"SARS-CoV-2 spike protein binding to ACE2 receptors expressed on pericytes leads to endothelial cell dysfunction, microvascular injury and myocardial infarction. ",,BY-SA,2.0,17.65,3,17,10,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
427,ACE2 downregulation following SARS-CoV-2 infection triggers dysregulation of RAAS and can lead to heart failure.,,BY-SA,2.0,17.65,3,17,9,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
454,PM2.5-related AOP frameworks on liver diseases,,BY-SA,2.0,17.65,3,17,4,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
463,The AOP framwork on silica nanopariticles induced hepatoxicity,,BY-SA,2.5,15.79,3,19,1,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
476,Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity,,All rights reserved,2.5,15.79,3,19,16,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
484,Bisphenol A analogs induce cellular dysfunction in human trophoblast cells in a thyroid hormone receptor-dependent manner: in silico and in vitro analyses,,BY-SA,2.5,15.79,3,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
512,Reduced availability of GnRH leading to uterine adenocarcinoma via increased estrogen availability at target organ level ,,All rights reserved,2.6,15.79,3,19,1,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
516,Na+ /K+ -ATPase inhibition leading to hypertension,,All rights reserved,2.6,15.79,3,19,2,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
532,Retinoic acid receptor agonism during cerebellar development leading to impaired locomotor function,,Open for adoption,2.6,15.79,3,19,5,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
533,Retinoic acid receptor antagonism during neurodevelopment leading to impaired learning and memory,,Open for adoption,2.6,15.79,3,19,6,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
541,Excessive ROS generation leading to increased incidence of vascular calcification by VSMC phenotype switching,,All rights reserved,2.7,15.79,3,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
577,AhR activation leading to endometriosis,,BY-SA,2.7,15.79,3,19,2,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
594,Micro plastic effect on reproduction,,All rights reserved,2.7,15.79,3,19,3,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
597,Excessive reactive oxygen species leading to growth inhibition via protein oxidation and reduced cell growth,,BY-SA,2.7,15.79,3,19,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
44,Mutagenic MOA for Cancer: Pro-mutagenic DNA Adducts leading to Hepatocellular Carcinoma (HCC),,BY-SA,1.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
45,Pro-mutagenic DNA Adducts leading to Hepatocellular Carcinoma (HCC),,BY-SA,1.0,11.76,2,17,0,0,0,"abstract, authors, background, overall_assessment_description, overall_assessment_applicability, ke_essentiality, woe_evidence, quantitative_considerations, potential_applications, development_strategy, known_modulating_factors","event_ids, kers, stressors, sex_applicability, life_stage_applicability, taxonomy_applicability"
